Product;Category;Price
Aceite de girasol Pureza 1500 cc.;Aceites-y-vinagres;1.850,00
Aceite en aerosol Carrefour girasol 150 cc.;Aceites-y-vinagres;1.299,00
Aceite de girasol Lira 900 cc.;Aceites-y-vinagres;1.540,00
Vinagre de alcohol Menoyo 500 cc.;Aceites-y-vinagres;335,00
Aceite de girasol Carrefour alto omega pet 900 cc.;Aceites-y-vinagres;1.117,14
Aceite en aerosol Fritolim girasol 120 g.;Aceites-y-vinagres;722,00
Aceite de oliva Carrefour extra virgen 500 cc.;Aceites-y-vinagres;6.799,00
Aceite de girasol Lira 1.5 l.;Aceites-y-vinagres;3.321,00
Aceite de girasol Cocinero 900 g.;Aceites-y-vinagres;1.085,00
Aceite de oliva Carrefour virgen en botella 500 cc.;Aceites-y-vinagres;5.199,00
Aceite de oliva Cañuelas clásico extra virgen 500 cc.;Aceites-y-vinagres;5.900,00
Aceite de oliva Cañuelas extra virgen intenso 500 cc.;Aceites-y-vinagres;5.900,00
Aceite girasol Lira clásico en aerosol 120 cc.;Aceites-y-vinagres;1.155,00
Vinagre de vino Menoyo 500 cc.;Aceites-y-vinagres;713,00
Aceite de girasol Alsamar 900 cc.;Aceites-y-vinagres;1.290,00
Aceite de oliva Nucete extra virgen 500 cc.;Aceites-y-vinagres;8.305,00
Aceite de oliva extra virgen Cocinero intenso 500 cc.;Aceites-y-vinagres;6.330,00
Aceto reducción original Menoyo 250 cc.;Aceites-y-vinagres;1.545,00
Jugo de limón Minerva pet 250 cc.;Aceites-y-vinagres;336,00
Aceite de oliva extra virgen Nucete botellon 2 lts.;Aceites-y-vinagres;23.690,00
Aceite mezcla Cocinero girasol oliva pet 1.5 l.;Aceites-y-vinagres;4.045,00
Aceite de oliva Carrefour virgen lata 1 l.;Aceites-y-vinagres;9.999,00
Aceite de oliva Cocinero puro pet 500 cc.;Aceites-y-vinagres;5.985,00
Aceite de oliva Lira en lata 500 cc.;Aceites-y-vinagres;9.730,00
Aceite de girasol alto omega Carrefour pet 1.5 l.;Aceites-y-vinagres;1.999,00
Aceto reducción ahumado Menoyo 250 cc.;Aceites-y-vinagres;1.940,00
Vinagre de alcohol Favinco en bidón 5 lts.;Aceites-y-vinagres;2.638,10
Vinagre de manzana Menoyo pet 250 cc.;Aceites-y-vinagres;675,00
Jugo de limón Menoyo 500 cc.;Aceites-y-vinagres;702,00
Vinagre de alcohol anive Carrefour pet 250 g.;Aceites-y-vinagres;138,00
Aceite de oliva Lira en lata 1 lt.;Aceites-y-vinagres;18.580,00
Jugo de limón Monte Alto 1 l.;Aceites-y-vinagres;900,00
Vinagre de alcohol Favinco pet 1 l.;Aceites-y-vinagres;700,00
Vinagre de vino Pampagourmet orgánico 250 cc.;Aceites-y-vinagres;2.575,00
Aceto balsámico Casalta tipo reducción 400 cc.;Aceites-y-vinagres;2.860,00
Aceite de oliva Cocinero extra virgen pet 1 lt.;Aceites-y-vinagres;15.200,00
Aceite de canola Carrefour sin gluten botella 500 cc.;Aceites-y-vinagres;3.314,00
Vinagre de vino Carrefour 500 cc.;Aceites-y-vinagres;439,00
Aceite de oliva La toscana extra virgen en botella 500 cc.;Aceites-y-vinagres;9.725,00
Aceite de oliva La toscana extra virgen pet 250 cc.;Aceites-y-vinagres;4.985,00
Fideos tallarin N5 Lucchetti 500 g.;Pastas-secas;928,00
Fideos tirabuzón Sole 500 g.;Pastas-secas;600,00
Fideos tirabuzon N34 Lucchetti 500 g.;Pastas-secas;928,00
Fideos spaguetti Sole 500 g.;Pastas-secas;457,00
Fideos mostacholes N52 Matarazzo rayado 500 g.;Pastas-secas;1.005,00
Fideos tirabuzon Matarazzo 3 vegetales 500 g.;Pastas-secas;1.210,00
Fideos coditos La morocha en bolsa 500 g.;Pastas-secas;930,00
Fideos codito Sole 500 g.;Pastas-secas;600,00
Fideos rigatti La morocha en bolsa 500 g.;Pastas-secas;930,00
Fideos tirabuzones Favorita fortificado 500 g.;Pastas-secas;930,00
Fideos spaghetti N3 Matarazzo 500 g.;Pastas-secas;1.055,00
Fideos tirabuzon Terrabusi 3 vegetales 500 g.;Pastas-secas;1.010,00
Fideos spaghetti N7 Lucchetti 500 g.;Pastas-secas;974,00
Fideos tirabuzones N28 Matarazzo 500 g.;Pastas-secas;1.055,00
Fideos cinta tallarin Carrefour classic 500 g.;Pastas-secas;959,00
Fideos tallarines N7 Terrabusi 500 g.;Pastas-secas;843,00
Fideos mostachol rayado Carrefour classic 500 g.;Pastas-secas;959,00
Fideos guiseros codo Carrefour classic 500 g.;Pastas-secas;959,00
Fideos guiseros moño Carrefour classic 500 g.;Pastas-secas;1.099,00
Ravioles La salteña de pollo y verdura 450 g.;Pastas-secas;1.605,00
