Product;Category;Price
Turron Mani ARCOR Bli 10 Un;Golosinas;1.483,99
Chupetin PICO DULCE Lheritier 5u;Golosinas;901,49
Turron Mani Sabor Chocolatada Arcor Paq 10 Uni;Golosinas;1.846,99
Mentitas Kids Dulce De Leche Billiken 26 Grm;Golosinas;100,21
Mentitas Dulce De Leche Drf 26 Grm;Golosinas;100,21
Mentitas Kids Banana Billiken 26 Grm;Golosinas;100,21
Mentitas Menta Drf 26 Grm;Golosinas;100,21
Alfajor Mani Fulbito 30g;Golosinas;121,89
Alfajor Chocolate Fulbito 30g;Golosinas;121,89
Alfajor Negro Nevares 45g;Golosinas;197,87
Turron Mani . Bariloche X 25 Grm;Golosinas;128,21
Gomitas Eucalipto Billiken Rol 35 Grm;Golosinas;186,97
Gomitas Extreme Acido MOGUL Fwp 35 Grm;Golosinas;188,99
Turron Caramel Fulbito 25g;Golosinas;141,33
Gomitas Surtido Billiken Rol 35 Grm;Golosinas;205,66
Turron De Mani Nevares 25g;Golosinas;151,93
Turron Con Mani Georgalos Paq 25 Grm;Golosinas;152,99
Mini Torta Vainilla Rellenas Sabor Frutilla  Aires De Luján 30g;Golosinas;187,25
Mini Torta Rellena Sabor Vainilla Aires De Luján 30g;Golosinas;187,25
Mini Torta Vainilla Rellena Sabor Membrillo Aires De Luján 30g;Golosinas;187,25
Caramelos Gotitas De Amo BILLIKEN Bsa 35 Grm;Golosinas;230,31
Mini Torta Rellena De Dulce De Leche Picnic 38g;Golosinas;263,23
Chocolate Con Leche Y Maní Vizzio 35 Grm;Golosinas;243,53
Alfajor Relleno Mousse De Frutilla Bienva 40 Grm;Golosinas;284,04
Gomitas Animalitos Yummy Paq 30 Grm;Golosinas;218,65
LENGUETAZO Tutti Frutti 13g;Golosinas;94,99
Turron Mani ARCOR 25g;Golosinas;182,99
Gomitas Tiburoncitos Frutti Gelatin Bol 30 Grm;Golosinas;222,99
Gelatinas Domino Tremblito Dsp 48 Grm;Golosinas;361,39
Gomitas TREMBLY Frutas Paq 64 Grm;Golosinas;361,39
Gelatinas Selva Trembly Bli 48 Grm;Golosinas;361,39
Gelatinas Bunny Slurps Trembly Dsp 48 Grm;Golosinas;361,39
Gelatinas Piratas Trembly Bli 48 Grm;Golosinas;361,39
Gomitas TREMBLY Surtido Paq 64 Gr;Golosinas;361,39
Gelatinas Bichos Trembly Dsp 48 Grm;Golosinas;361,39
Pastillas De Goma Rodajas Ácidas Mogul Fwp 50 Grm;Golosinas;377,99
Pastillas De Goma Tutti-Frutti Mogul Fwp 50 Grm;Golosinas;378,99
Pastillas De Goma Eucaliptus Mogul Fwp 50 Grm;Golosinas;378,99
Pastillas De Goma Frutales Mogul Fwp 50 Grm;Golosinas;378,99
Gomitas Ositos Mogul Paq 30 Grm;Golosinas;228,99
Gomitas Frut/Gel Frutigelati Bsa 30 Grm;Golosinas;228,99
Turron Mani Bañado Con Chocolate ARCOR 25g;Golosinas;194,99
Gomitas Pececitos Yummy Paq 30 Grm;Golosinas;236,14
Semillas De Girasol Candy Pipas 25gr;Golosinas;196,85
Gomitas Dino Frutal Yummy Paq 30 Grm;Golosinas;236,26
Gomitas Ositos Yummy Paq 30 Grm;Golosinas;244,46
Chocolate Blanco Vizzio 50 Grm;Golosinas;415,52
Caramelos Menthol Mentho Plus Paq 30.6 Grm;Golosinas;252,99
Caramelos SUGUS Confitados 50 Grs;Golosinas;440,99
Gelatinas Fig.Largas Sur Tembleke Dsp 32 Grm;Golosinas;289,38
Gelatinas Askirata Tembleke Bli 32 Grm;Golosinas;289,38
Chocolate NUGATON Blanco 27 Grm;Golosinas;246,93
Chocolate NUGATON 27 Gr;Golosinas;246,93
Chocolate Arcor Con Leche Tab 25 Grm;Golosinas;228,99
Gelatinas TEMBLEKE Simpson Bli 48 Gr;Golosinas;457,41
Gomitas Tembleke Surtido Paq 64 Grm;Golosinas;457,41
Bombon BON O BON Leche X 1 Unidad;Golosinas;146,99
Bombon BON O BON Blanco X 1 Unidad;Golosinas;146,99
Caramelos Menthoplus Acidos De Naranja Paq 27,2 Grm;Golosinas;267,99
Confites De Chocolate ROCKLETS 40g;Golosinas;396,99
Caramelos Duros Sabor Mentol Extra Fuerte Halls 28g;Golosinas;280,99
Caramelos Duros Sabor Sandia Halls 28g;Golosinas;280,99
Chocolate 60% Cacao Vizzio 50 Grm;Golosinas;505,75
Oblea Con Relleno Sabor Limón Con Baño De Reposteria Con Leche Arcor Fwp 20 Grm;Golosinas;204,99
Alfajor Relleno Mousse Avellana Alfa Pampa Fwp 39 Grm;Golosinas;419,81
Alfajor Rell.Mouss Frutilla Alfa Pampa Fwp 39 Grm;Golosinas;419,81
Oblea Rellena Sabor COFLER Bli 45 Grm;Golosinas;489,99
Chocolate Con Leche Georgalos 25 Grm;Golosinas;276,99
Chocolate Blanco Georgalos 25 Grm;Golosinas;276,99
Pastillas TIC TAC Naranja Est 49 Grm;Golosinas;543,24
Pastillas Menta Tic Tac Pas 49 Grm;Golosinas;543,24
Pastillas Surtido Tic Tac Cja 49 Grm;Golosinas;543,24
Chocolate Con Leche C/Ma Georgalos Fwp 35 Grm;Golosinas;390,39
Pastillas Tutti Fruti YAPA 17g;Golosinas;189,78
Oblea Bon O Bon Paq 30 Grm;Golosinas;334,99
MILKA Chocopause 45g;Golosinas;512,99
Oblea Chocopause MILKA Con Oreo 45g;Golosinas;512,99
Chocolate KINDER Tab 12.5 Grm;Golosinas;143,02
Chocolate KINDER Leche Cja 50 Grm;Golosinas;572,17
Pastillas Surtido Tic Tac Cja 16 Grm;Golosinas;183,92
Pastillas TIC TAC Naranja Cja 16 Grm;Golosinas;183,92
Pastillas Frutilla Tic Tac Paq 16 Grm;Golosinas;183,92
Pastillas TIC TAC Menta Cja 16 Grm;Golosinas;183,92
Confites Uva Cereza Y Naranja Sugus 50 Grm;Golosinas;587,99
Chupetin De Caramelo Duro Chupetón Cito 35gr;Golosinas;414,06
Oblea Kitkat Dark 4 Fingers X 41,5gr;Golosinas;506,64
Oblea Kitkat White 4 Fingers X 41.5gr;Golosinas;506,64
Oblea KITKAT Leche 4 Fingers X 41,5gr;Golosinas;506,64
Caramelos Confitados De Yogur Flynn Paff 50g;Golosinas;614,99
Chocolate Blanco Con Maní Shot 35g;Golosinas;434,99
Chocolate Con Maní SHOT 35g;Golosinas;434,99
