Product;Category;Price
Aceite de girasol Legitimo 900 cc.;Aceites-y-vinagres;416,25
Aceite de girasol Legitimo 1.5 lt.;Aceites-y-vinagres;664,92
Aceite de girasol Pureza 1500 cc.;Aceites-y-vinagres;1.310,00
Aceite de girasol Cocinero 900 cc.;Aceites-y-vinagres;430,10
Aceite de girasol Cañuelas 1.5 l.;Aceites-y-vinagres;687,17
Aceite en aerosol Carrefour girasol 150 cc.;Aceites-y-vinagres;745,00
Aceite de girasol Natura 1.5 l.;Aceites-y-vinagres;738,87
Aceite de girasol Lira 900 cc.;Aceites-y-vinagres;909,00
Vinagre de alcohol Menoyo 500 cc.;Aceites-y-vinagres;236,16
Aceite de oliva Carrefour extra virgen 500 cc.;Aceites-y-vinagres;4.029,00
Aceite en aerosol Fritolim girasol 120 g.;Aceites-y-vinagres;722,00
Jugo de limón Minerva pet 500 cc.;Aceites-y-vinagres;400,00
Aceite de girasol Lira 1.5 l.;Aceites-y-vinagres;1.455,00
Vinagre de alcohol Casalta pet 1,3 lts.;Aceites-y-vinagres;608,00
Aceite de oliva extra virgen Cocinero suave 500 cc.;Aceites-y-vinagres;5.380,00
Aceite de girasol Cocinero 900 g.;Aceites-y-vinagres;1.005,00
Aceite de girasol Carrefour alto omega pet 900 cc.;Aceites-y-vinagres;807,54
Aceite de girasol Cocinero plus 1.5 l.;Aceites-y-vinagres;1.535,00
Jugo de limón Silva línea gourmet 960 cc.;Aceites-y-vinagres;591,00
Aceite de maíz Mazola clásico pet 900 cc.;Aceites-y-vinagres;1.685,00
Aceto Lira pet 250 cc.;Aceites-y-vinagres;669,00
Aceite de oliva anti adherente Cocinero fritolim 120 g.;Aceites-y-vinagres;980,00
Aceto reducción Lira pet 500 cc.;Aceites-y-vinagres;1.625,00
Aceite girasol Lira clásico en aerosol 120 cc.;Aceites-y-vinagres;762,00
Aceite de oliva extra virgen Cocinero intenso 500 cc.;Aceites-y-vinagres;5.935,00
Aceite de oliva Cañuelas clásico extra virgen 500 cc.;Aceites-y-vinagres;5.685,00
Aceite de manteca anti adherente Cocinero fritolim 120 g.;Aceites-y-vinagres;722,00
Aceto reducción Lira pet 250 cc.;Aceites-y-vinagres;995,00
Aceite de oliva Nucete extra virgen 500 cc.;Aceites-y-vinagres;5.670,00
Vinagre de vino Menoyo 500 cc.;Aceites-y-vinagres;447,00
Aceite mezcla Cocinero girasol oliva pet 900 ml.;Aceites-y-vinagres;1.755,00
Vinagre de vino Menoyo 1 l.;Aceites-y-vinagres;623,00
Vinagre de vino blanco Menoyo 500 cc.;Aceites-y-vinagres;441,00
Aceite de oliva extra virgen Nucete botellon 2 lts.;Aceites-y-vinagres;16.305,00
Jugo de limón Minerva pet 250 cc.;Aceites-y-vinagres;311,00
Aceto reducción original Menoyo 250 cc.;Aceites-y-vinagres;964,00
Aceite de oliva Oliovita extra virgen vidrio 250 cc.;Aceites-y-vinagres;4.035,00
Aceite de manteca Lira aerosol 120 g.;Aceites-y-vinagres;834,00
Aceite de oliva Cocinero puro pet 500 cc.;Aceites-y-vinagres;4.835,00
Aceite de girasol Alsamar 900 cc.;Aceites-y-vinagres;817,00
Jugo de limón Menoyo 250 cc.;Aceites-y-vinagres;298,67
Aceite mezcla Cocinero girasol oliva pet 1.5 l.;Aceites-y-vinagres;2.775,00
Jugo de limón Silva línea gourmet 500 cc.;Aceites-y-vinagres;431,00
Aceite de oliva Lira en aerosol 120 g.;Aceites-y-vinagres;1.080,00
Vinagre de vino Casalta pet 1.3 lts.;Aceites-y-vinagres;1.045,00
Aceite de oliva Cocinero extra virgen pet 500 cc.;Aceites-y-vinagres;5.645,00
Jugo de limón Menoyo 500 cc.;Aceites-y-vinagres;502,00
Aceite de oliva virgen Morixe pet 500 cc.;Aceites-y-vinagres;5.405,00
Aceite de oliva Lira en lata 500 cc.;Aceites-y-vinagres;6.555,00
Aceite de oliva Oliovita clásico 1 l.;Aceites-y-vinagres;13.445,00
Aceto reducción ahumado Menoyo 250 cc.;Aceites-y-vinagres;1.025,00
Aceite de oliva extra virgen Morixe vidrio 500 cc.;Aceites-y-vinagres;6.810,00
Vinagre de manzana Pampagourmet orgánico 250 cc.;Aceites-y-vinagres;2.075,00
Vinagre de alcohol anive Carrefour pet 250 g.;Aceites-y-vinagres;138,00
Aceto balsámico La Toscana 250 cc.;Aceites-y-vinagres;1.340,00
Vinagre de vino Pampagourmet orgánico 250 cc.;Aceites-y-vinagres;1.620,00
Aceite de oliva Cocinero puro pet 1 lt.;Aceites-y-vinagres;9.185,00
Aceite de oliva Lira en lata 1 lt.;Aceites-y-vinagres;13.855,00
Aceto reducción limón Menoyo 250 cc.;Aceites-y-vinagres;1.060,00
Aceite de oliva Carrefour extra virgen orgánico botella 500 cc.;Aceites-y-vinagres;6.978,00
Aceite de canola Carrefour sin gluten botella 500 cc.;Aceites-y-vinagres;1.748,00
Aceite de girasol alto omega Carrefour pet 1.5 l.;Aceites-y-vinagres;1.365,00
Aceto balsámico La Toscana 250 cc.;Aceites-y-vinagres;1.550,00
Aceite de oliva gourmet Oliovita en lata 500 cc.;Aceites-y-vinagres;7.575,00
Aceite de oliva La toscana extra virgen en botella 500 cc.;Aceites-y-vinagres;9.005,00
Aceite de canola limón Carrefour sin gluten botella 500 cc.;Aceites-y-vinagres;1.802,00
Vinagre de vino Favinco pet 1.3 lts.;Aceites-y-vinagres;1.045,00
Aceite de soja Cocinero 900 cc.;Aceites-y-vinagres;592,00
Aceite de oliva La toscana extra virgen pet 250 cc.;Aceites-y-vinagres;4.615,00
Aceite de oliva La toscana extra virgen albahaca 250 cc.;Aceites-y-vinagres;4.080,00
Aceite de canola Carrefour albahaca sin gluten 500 cc.;Aceites-y-vinagres;1.802,00
Aceite de oliva La toscana extra virgen con limón en botella 250 cc.;Aceites-y-vinagres;4.085,00
Aceite de coco sabor manteca Chiagraal en frasco 180 ml.;Aceites-y-vinagres;3.145,00
Aceto balsámico Fini 250 cc.;Aceites-y-vinagres;7.626,00
Fideos spaghetti hierro Favorita 500 g.;Pastas-secas;196,97
Fideos tallarines Favorita hierro 500 g.;Pastas-secas;196,97
Fideos tirabuzón Sole 500 g.;Pastas-secas;405,00
Fideos tallarin N5 Lucchetti 500 g.;Pastas-secas;859,00
Fideos spaguetti Sole 500 g.;Pastas-secas;423,00
Fideos tirabuzones La morocha en bolsa 500 g.;Pastas-secas;480,00
Fideos mostacholes Sole 500 g.;Pastas-secas;432,00
Fideos al huevo Lucchetti tirabuzon 500 g.;Pastas-secas;451,00
Fideos mostacholes N52 Matarazzo rayado 500 g.;Pastas-secas;930,00
Fideos tirabuzon N34 Lucchetti 500 g.;Pastas-secas;859,00
Fideos coditos La morocha en bolsa 500 g.;Pastas-secas;484,00
Fideos tirabuzones Favorita fortificado 500 g.;Pastas-secas;179,00
Fideos rigatti La morocha en bolsa 500 g.;Pastas-secas;461,00
Fideos tirabuzon Matarazzo 3 vegetales 500 g.;Pastas-secas;1.035,00
Fideos codito Sole 500 g.;Pastas-secas;412,00
Fideos mostachol La morocha en bolsa 500 g.;Pastas-secas;484,00
Fideos penne rigante Matarazzo 500 g.;Pastas-secas;930,00
Ravioles La salteña de pollo y verdura 450 g.;Pastas-secas;945,00
Fideos tallarines N5 Matarazzo 500 g.;Pastas-secas;908,00
Ravioles La salteña de jamón y muzzarella en blister 450 g.;Pastas-secas;945,00
Fideos spaghetti N3 Terrabusi 500 g.;Pastas-secas;678,00
Fideos mostacholes N51 Lucchetti rayado 500 g.;Pastas-secas;859,00
Fideos integrales tirabuzon Matarazzo 500 g.;Pastas-secas;1.120,00
Fideos guiseros codo Carrefour classic 500 g.;Pastas-secas;679,00
Fideos mostachol rayado Carrefour classic 500 g.;Pastas-secas;679,00
Fideos spaghetti N7 Lucchetti 500 g.;Pastas-secas;860,00
Fideos cinta tallarin Carrefour classic 500 g.;Pastas-secas;679,00
Fideos tallarines N7 Terrabusi 500 g.;Pastas-secas;678,00
Fideos spaghetti N3 Matarazzo 500 g.;Pastas-secas;908,00
Fideos coditos Terrabusi 500 g.;Pastas-secas;679,00
Lucchettinis Lucchetti multicolor 500 g.;Pastas-secas;1.140,00
Fideos tirabuzones N28 Matarazzo 500 g.;Pastas-secas;908,00
Fideos guiseros tirabuzon Lucchetti 3 vegetales 500 g.;Pastas-secas;1.050,00
Fideos tirabuzones Classic 500 g.;Pastas-secas;679,00
Lasagna Matarazzo precocida 400 g.;Pastas-secas;809,00
Ravioles La salteña de espinaca y muzzarella 450 g.;Pastas-secas;944,00
Fideos fusilli Pureza al huevo 500 g.;Pastas-secas;560,00
Fideos tallarín La Providencia 500 g.;Pastas-secas;191,49
Ravioles de ricota La salteña 450 g.;Pastas-secas;945,00
Ravioles La salteña de carne y espinaca blister 450 g.;Pastas-secas;945,00
Fideos guiseros moño Carrefour classic 500 g.;Pastas-secas;779,00
Raviolitos La salteña cuatro quesos 300 g.;Pastas-secas;635,00
Fideos codo La Providencia 500 g.;Pastas-secas;191,49
Lasagna fácil Matarazzo 250 g.;Pastas-secas;475,00
Fideos penne rigate N45 Lucchetti 500 g.;Pastas-secas;860,00
Fideos de arroz Wakas chía 250 g. sin TACC;Pastas-secas;1.255,00
Ñoquis de papa Bellaterra flow pack 500 g.;Pastas-secas;607,00
Fideos spaghetti Bonalma 500 g.;Pastas-secas;1.240,00
Fideos mostacholes Terrabusi 3 vegetales 500 g.;Pastas-secas;811,00
Ravioles La sateña 4 quesos blister 450 g.;Pastas-secas;945,00
Fideos penne rigate Bonalma 500 g.;Pastas-secas;1.100,00
Capelletini verdura fortificado Giacomo 500 g.;Pastas-secas;1.345,00
Fideos con salsa Lucchetti mix de vegetales 350 g.;Pastas-secas;622,00
Fideos cinta spaghetti Carrefour classic 500 g.;Pastas-secas;679,00
Fideos tallarines Punta Mogotes con espinaca 500 g.;Pastas-secas;790,00
Fideos fusilli Bonalma 500 g.;Pastas-secas;1.100,00
