Product;Category;Price
Aceite de girasol Pureza 1500 cc.;Aceites-y-vinagres;1.975,00
Aceite de girasol Legitimo 900 cc.;Aceites-y-vinagres;759,00
Aceite de girasol Legitimo 1.5 lt.;Aceites-y-vinagres;1.215,00
Aceite en aerosol Carrefour girasol 150 cc.;Aceites-y-vinagres;1.299,00
Aceite de girasol Natura 1.5 l.;Aceites-y-vinagres;1.420,00
Aceite de girasol Lira 900 cc.;Aceites-y-vinagres;1.900,00
Vinagre de alcohol Menoyo 500 cc.;Aceites-y-vinagres;700,00
Aceite de girasol Carrefour alto omega pet 900 cc.;Aceites-y-vinagres;1.117,14
Jugo de limón Minerva pet 500 cc.;Aceites-y-vinagres;420,00
Aceite en aerosol Fritolim girasol 120 g.;Aceites-y-vinagres;722,00
Jugo de limón Silva línea gourmet 960 cc.;Aceites-y-vinagres;944,00
Aceto Lira pet 250 cc.;Aceites-y-vinagres;1.205,00
Aceite de maíz Mazola clásico pet 900 cc.;Aceites-y-vinagres;2.585,00
Vinagre de vino blanco Menoyo 500 cc.;Aceites-y-vinagres;990,00
Aceite de oliva Cañuelas clásico extra virgen 500 cc.;Aceites-y-vinagres;5.900,00
Aceto reducción Lira pet 500 cc.;Aceites-y-vinagres;3.815,00
Aceite de oliva Cañuelas extra virgen intenso 500 cc.;Aceites-y-vinagres;5.900,00
Aceite girasol Lira clásico en aerosol 120 cc.;Aceites-y-vinagres;1.560,00
Aceto reducción Lira pet 250 cc.;Aceites-y-vinagres;1.965,00
Aceite de girasol Alsamar 900 cc.;Aceites-y-vinagres;1.400,00
Aceite de oliva extra virgen Cocinero intenso 500 cc.;Aceites-y-vinagres;6.330,00
Aceite de oliva extra virgen Nucete botellon 2 lts.;Aceites-y-vinagres;23.690,00
Vinagre de alcohol Casalta 1 l.;Aceites-y-vinagres;750,00
Aceite de oliva virgen Morixe pet 500 cc.;Aceites-y-vinagres;5.405,00
Jugo de limón Menoyo 250 cc.;Aceites-y-vinagres;825,00
Jugo de limón Silva línea gourmet 500 cc.;Aceites-y-vinagres;726,00
Vinagre de manzana Menoyo 500 cc.;Aceites-y-vinagres;1.460,00
Vinagre de alcohol Favinco en bidón 5 lts.;Aceites-y-vinagres;2.638,10
Aceite de oliva Carrefour virgen lata 1 l.;Aceites-y-vinagres;9.999,00
Aceite de oliva Lira en lata 500 cc.;Aceites-y-vinagres;9.780,00
Aceite de oliva extra virgen Morixe vidrio 500 cc.;Aceites-y-vinagres;8.995,00
Aceite de oliva Cocinero extra virgen pet 500 cc.;Aceites-y-vinagres;8.005,00
Aceto balsámico Casalta reducción pet 500 cc.;Aceites-y-vinagres;3.850,00
Aceto balsámico Casalta clásico pet 500 cc.;Aceites-y-vinagres;3.265,00
Vinagre de alcohol Favinco pet 1 l.;Aceites-y-vinagres;700,00
Vinagre de manzana clásico Casalta pet 1 l.;Aceites-y-vinagres;1.600,00
Vinagre de vino Casalta pet 1.3 lts.;Aceites-y-vinagres;1.130,00
Aceto reducción limón Menoyo 250 cc.;Aceites-y-vinagres;2.245,00
Aceite de oliva Lira en lata 1 lt.;Aceites-y-vinagres;18.580,00
Aceto balsámico Casalta tipo reducción 400 cc.;Aceites-y-vinagres;2.965,00
Aceite de oliva La toscana extra virgen en botella 500 cc.;Aceites-y-vinagres;9.725,00
Aceite de oliva La toscana extra virgen pet 250 cc.;Aceites-y-vinagres;4.985,00
Aceite de girasol Natura 900 cc.;Aceites-y-vinagres;844,00
Vinagre de vino Favinco pet 1.3 lts.;Aceites-y-vinagres;1.130,00
Aceite de canola Carrefour con oliva sin gluten 500 cc.;Aceites-y-vinagres;3.314,00
Aceite de canola Carrefour ajo sin gluten botella 500 cc.;Aceites-y-vinagres;3.314,00
Vinagre de vino Casalta 1 l.;Aceites-y-vinagres;1.300,00
Aceite de coco Entrenuts virgen orgánico 200 g.;Aceites-y-vinagres;5.225,00
Aceite de coco sabor manteca Chiagraal en frasco 180 ml.;Aceites-y-vinagres;3.800,00
Aceite de coco sabor ajo Chiagraal en frasco 180 ml.;Aceites-y-vinagres;2.805,00
Fideos tallarin N5 Lucchetti 500 g.;Pastas-secas;973,00
Fideos tirabuzón Sole 500 g.;Pastas-secas;600,00
Fideos tirabuzon N34 Lucchetti 500 g.;Pastas-secas;973,00
Fideos spaguetti Sole 500 g.;Pastas-secas;457,00
Fideos mostacholes N52 Matarazzo rayado 500 g.;Pastas-secas;1.055,00
Fideos tirabuzon Matarazzo 3 vegetales 500 g.;Pastas-secas;1.270,00
Fideos codito Sole 500 g.;Pastas-secas;622,00
Fideos coditos La morocha en bolsa 500 g.;Pastas-secas;1.200,00
Fideos rigatti La morocha en bolsa 500 g.;Pastas-secas;1.200,00
Fideos tirabuzones Favorita fortificado 500 g.;Pastas-secas;930,00
Fideos integrales tirabuzon Matarazzo 500 g.;Pastas-secas;1.270,00
Fideos tirabuzon Terrabusi 3 vegetales 500 g.;Pastas-secas;1.010,00
Fideos spaghetti N7 Lucchetti 500 g.;Pastas-secas;974,00
Fideos tirabuzones N28 Matarazzo 500 g.;Pastas-secas;1.055,00
Fideos cinta tallarin Carrefour classic 500 g.;Pastas-secas;959,00
Fideos tallarines N7 Terrabusi 500 g.;Pastas-secas;843,00
Fideos guiseros moño Carrefour classic 500 g.;Pastas-secas;1.099,00
Fideos guiseros codo Carrefour classic 500 g.;Pastas-secas;959,00
Fideos mostachol rayado Carrefour classic 500 g.;Pastas-secas;959,00
Fideos guiseros tirabuzon Lucchetti 3 vegetales 500 g.;Pastas-secas;1.170,00
Ravioles La salteña de carne y espinaca blister 450 g.;Pastas-secas;1.605,00
Fideos fusilli Pureza al huevo 500 g.;Pastas-secas;587,00
Fideos pampero La Providencia 500 g.;Pastas-secas;970,00
Fideos mostacholes Matarazzo 3 vegetales 500 g.;Pastas-secas;1.270,00
Fideos spaghetti Marolio 500 g.;Pastas-secas;870,00
Fideos cinta fetuccini Don vicente 500 g.;Pastas-secas;1.590,00
Fideos coditos Marolio 500 g.;Pastas-secas;870,00
Ñoquis de papa Bellaterra flow pack 500 g.;Pastas-secas;771,00
Fideos forattini Lucchetti 500 g.;Pastas-secas;974,00
Fideos fusilli Wakas multicereal kale 250 g. sin TACC;Pastas-secas;1.740,00
Fideos Rina Matarazzo rigatti 500 g.;Pastas-secas;1.815,00
Fideos mostachol Morixe 500 g.;Pastas-secas;854,00
Fideos al huevo Molto tallarin 500 g.;Pastas-secas;1.300,00
Fideos fettuccini Orali 500 g.;Pastas-secas;1.145,00
Fideos Rina Matarazzo fusilli 500 g.;Pastas-secas;2.270,00
Fideos tallarines Morixe 500 g.;Pastas-secas;854,00
Fideos codito Wakas arveja chia 250 g. sin TACC;Pastas-secas;2.335,00
Ravioles de pollo Orali 500 g.;Pastas-secas;1.620,00
Fideos tallarines Punta Mogotes con morrón 500 g.;Pastas-secas;1.070,00
Fideos tirabuzon al huevo Don felipe 500 g.;Pastas-secas;1.320,00
Fideos celentano Marolio 500 g.;Pastas-secas;870,00
Fideos nido El Record al huevo con morron 500 g.;Pastas-secas;1.300,00
Fideos al huevo Molto mostachol 500 g.;Pastas-secas;1.190,00
Fideos spaghetti Morixe 500 g.;Pastas-secas;854,00
Fideos spaghetti al huevo Yuka sin TACC 500 g.;Pastas-secas;3.025,00
Fideos nido El Record al huevo con espinaca 500 g.;Pastas-secas;1.300,00
Fusilles Villa d agri 500 g.;Pastas-secas;1.370,00
Fideos Nissin frutos de mar 65 g.;Pastas-secas;2.000,00
Fideos integrales municiones Grun orgánicos 500 g.;Pastas-secas;1.360,00
Sonrrentinos Villa d agri de mozzarella ricota y cerdo 500 g.;Pastas-secas;1.765,00
Arroz Molinos ala monovarietal selecto 1 kg.;Arroz-y-legumbres;1.685,00
Arroz parboil Lucchetti 1 kg.;Arroz-y-legumbres;1.750,00
Arroz largo fino Primor 1 kg.;Arroz-y-legumbres;950,00
Arroz largo fino Molinos ala grano selecto 1 kg.;Arroz-y-legumbres;1.460,00
Arroz parboil Molino ala grano selecto 1 kg.;Arroz-y-legumbres;1.680,00
Arroz parboil Molino ala grano selecto 500 g.;Arroz-y-legumbres;966,00
Arroz listo Gallo queso 240 g.;Arroz-y-legumbres;594,00
Arroz yamaní 400 g.;Arroz-y-legumbres;596,00
Arroz integral Vanguardia 1 kg.;Arroz-y-legumbres;1.490,00
Arroz doble Gallo 500 g.;Arroz-y-legumbres;1.335,00
Arroz largo fino Itá caabó en estuche 500 g.;Arroz-y-legumbres;1.180,00
Porotos negro Ramoneda 500 g.;Arroz-y-legumbres;721,00
Arroz integral Vanguardia 500 g.;Arroz-y-legumbres;630,00
Arroz yamaní integral Dos Hermanos caja 500 g.;Arroz-y-legumbres;2.015,00
Arroz preparado Gallo mix semillas dp 240 g.;Arroz-y-legumbres;579,00
Arroz largo fino 00000 Unanime 1 kg.;Arroz-y-legumbres;1.490,00
Arroz parboil Dos Hermanos bolsa 1 kg.;Arroz-y-legumbres;1.255,00
Porotos negros secos remojados Inalpa 300 g.;Arroz-y-legumbres;660,00
Arroz Lucchetti preparado tomatado 240 g.;Arroz-y-legumbres;843,00
Arroz doble carolina Lucchetti 1 kg.;Arroz-y-legumbres;2.265,00
Semillas de quinoa El Peoncito 100 g.;Arroz-y-legumbres;650,00
Semillas de lino enteras Sturla 250 g.;Arroz-y-legumbres;750,00
Mix de semillas Dicomere 200 g.;Arroz-y-legumbres;907,00
Quinoa entera Sturla 250 g.;Arroz-y-legumbres;3.290,00
Semilla de sésamo Sturla entera 250 g.;Arroz-y-legumbres;1.490,00
Arroz preparado Gallo wok oriental 240 g.;Arroz-y-legumbres;3.000,00
Arroz aromático Dos Hermanos 500 g.;Arroz-y-legumbres;1.795,00
Arroz doble carolina selecto Molinos ala 500 g.;Arroz-y-legumbres;1.512,00
Arroz integral Grandiet largo fino 300 g.;Arroz-y-legumbres;794,00
Arroz doble carolina selecto Molinos ala 1 kg.;Arroz-y-legumbres;2.628,00
Semillas de girasol El Peoncito 100 g.;Arroz-y-legumbres;471,00
Arroz preparado Gallo curry asiatico 240 g.;Arroz-y-legumbres;3.000,00
Arroz preparado Gallo mediterraneo 240 g.;Arroz-y-legumbres;2.580,00
